icd_code	icd_version	long_title
56409	9	Other constipation
5641	9	Irritable bowel syndrome
5642	9	Postgastric surgery syndromes
5643	9	Vomiting following gastrointestinal surgery
5644	9	Other postoperative functional disorders
5645	9	Functional diarrhea
5646	9	Anal spasm
5647	9	Megacolon, other than Hirschsprung's
56481	9	Neurogenic bowel
56489	9	Other functional disorders of intestine
5649	9	Unspecified functional disorder of intestine
5650	9	Anal fissure
5651	9	Anal fistula
566	9	Abscess of anal and rectal regions
5670	9	Peritonitis in infectious diseases classified elsewhere
5671	9	Pneumococcal peritonitis
56721	9	Peritonitis (acute) generalized
56722	9	Peritoneal abscess
56723	9	Spontaneous bacterial peritonitis
56729	9	Other suppurative peritonitis
56731	9	Psoas muscle abscess
56738	9	Other retroperitoneal abscess
56781	9	Choleperitonitis
56782	9	Sclerosing mesenteritis
56789	9	Other specified peritonitis
5679	9	Unspecified peritonitis
5680	9	Peritoneal adhesions (postoperative) (postinfection)
56881	9	Hemoperitoneum (nontraumatic)
56882	9	Peritoneal effusion (chronic)
56889	9	Other specified disorders of peritoneum
5689	9	Unspecified disorder of peritoneum
5690	9	Anal and rectal polyp
5691	9	Rectal prolapse
5692	9	Stenosis of rectum and anus
5693	9	Hemorrhage of rectum and anus
56941	9	Ulcer of anus and rectum
56942	9	Anal or rectal pain
56943	9	Anal sphincter tear (healed) (old)
56944	9	Dysplasia of anus
56949	9	Other specified disorders of rectum and anus
5695	9	Abscess of intestine
56960	9	Colostomy and enterostomy complication, unspecified
56961	9	Infection of colostomy or enterostomy
56962	9	Mechanical complication of colostomy and enterostomy
56969	9	Other colostomy and enterostomy complication
56971	9	Pouchitis
56979	9	Other complications of intestinal pouch
56981	9	Fistula of intestine, excluding rectum and anus
56982	9	Ulceration of intestine
56983	9	Perforation of intestine
56984	9	Angiodysplasia of intestine (without mention of hemorrhage)
56985	9	Angiodysplasia of intestine with hemorrhage
56986	9	Dieulafoy lesion (hemorrhagic) of intestine
56987	9	Vomiting of fecal matter
56989	9	Other specified disorders of intestine
5699	9	Unspecified disorder of intestine
570	9	Acute and subacute necrosis of liver
5710	9	Alcoholic fatty liver
5711	9	Acute alcoholic hepatitis
5712	9	Alcoholic cirrhosis of liver
5713	9	Alcoholic liver damage, unspecified
57140	9	Chronic hepatitis, unspecified
57142	9	Autoimmune hepatitis
57149	9	Other chronic hepatitis
5715	9	Cirrhosis of liver without mention of alcohol
5716	9	Biliary cirrhosis
5718	9	Other chronic nonalcoholic liver disease
5719	9	Unspecified chronic liver disease without mention of alcohol
5720	9	Abscess of liver
5721	9	Portal pyemia
5722	9	Hepatic encephalopathy
5723	9	Portal hypertension
5724	9	Hepatorenal syndrome
5728	9	Other sequelae of chronic liver disease
5730	9	Chronic passive congestion of liver
5731	9	Hepatitis in viral diseases classified elsewhere
5732	9	Hepatitis in other infectious diseases classified elsewhere
5733	9	Hepatitis, unspecified
5734	9	Hepatic infarction
5735	9	Hepatopulmonary syndrome
5738	9	Other specified disorders of liver
5739	9	Unspecified disorder of liver
57400	9	Calculus of gallbladder with acute cholecystitis, without mention of obstruction
57401	9	Calculus of gallbladder with acute cholecystitis, with obstruction
57410	9	Calculus of gallbladder with other cholecystitis, without mention of obstruction
57411	9	Calculus of gallbladder with other cholecystitis, with obstruction
57420	9	Calculus of gallbladder without mention of cholecystitis, without mention of obstruction
57421	9	Calculus of gallbladder without mention of cholecystitis, with obstruction
57430	9	Calculus of bile duct with acute cholecystitis, without mention of obstruction
57431	9	Calculus of bile duct with acute cholecystitis, with obstruction
57440	9	Calculus of bile duct with other cholecystitis, without mention of obstruction
57441	9	Calculus of bile duct with other cholecystitis, with obstruction
57450	9	Calculus of bile duct without mention of cholecystitis, without mention of obstruction
57451	9	Calculus of bile duct without mention of cholecystitis, with obstruction
57460	9	Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction
57461	9	Calculus of gallbladder and bile duct with acute cholecystitis, with obstruction
57470	9	Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction
57471	9	Calculus of gallbladder and bile duct with other cholecystitis, with obstruction
57480	9	Calculus of gallbladder and bile duct with acute and chronic cholecystitis, without mention of obstruction
57481	9	Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction
57490	9	Calculus of gallbladder and bile duct without cholecystitis, without mention of obstruction
57491	9	Calculus of gallbladder and bile duct without cholecystitis, with obstruction
5750	9	Acute cholecystitis
57510	9	Cholecystitis, unspecified
57511	9	Chronic cholecystitis
57512	9	Acute and chronic cholecystitis
5752	9	Obstruction of gallbladder
5753	9	Hydrops of gallbladder
5754	9	Perforation of gallbladder
5755	9	Fistula of gallbladder
5756	9	Cholesterolosis of gallbladder
5758	9	Other specified disorders of gallbladder
5759	9	Unspecified disorder of gallbladder
5760	9	Postcholecystectomy syndrome
5761	9	Cholangitis
5762	9	Obstruction of bile duct
5763	9	Perforation of bile duct
5764	9	Fistula of bile duct
5765	9	Spasm of sphincter of Oddi
5768	9	Other specified disorders of biliary tract
5769	9	Unspecified disorder of biliary tract
5770	9	Acute pancreatitis
5771	9	Chronic pancreatitis
5772	9	Cyst and pseudocyst of pancreas
5778	9	Other specified diseases of pancreas
5779	9	Unspecified disease of pancreas
5780	9	Hematemesis
5781	9	Blood in stool
5789	9	Hemorrhage of gastrointestinal tract, unspecified
5790	9	Celiac disease
5791	9	Tropical sprue
5793	9	Other and unspecified postsurgical nonabsorption
5794	9	Pancreatic steatorrhea
5798	9	Other specified intestinal malabsorption
5799	9	Unspecified intestinal malabsorption
5800	9	Acute glomerulonephritis with lesion of proliferative glomerulonephritis
5804	9	Acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
58081	9	Acute glomerulonephritis in diseases classified elsewhere
58089	9	Acute glomerulonephritis with other specified pathological lesion in kidney
5809	9	Acute glomerulonephritis with unspecified pathological lesion in kidney
5810	9	Nephrotic syndrome with lesion of proliferative glomerulonephritis
5811	9	Nephrotic syndrome with lesion of membranous glomerulonephritis
5812	9	Nephrotic syndrome with lesion of membranoproliferative glomerulonephritis
5813	9	Nephrotic syndrome with lesion of minimal change glomerulonephritis
58181	9	Nephrotic syndrome in diseases classified elsewhere
58189	9	Nephrotic syndrome with other specified pathological lesion in kidney
5819	9	Nephrotic syndrome with unspecified pathological lesion in kidney
5821	9	Chronic glomerulonephritis with lesion of membranous glomerulonephritis
5822	9	Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis
5824	9	Chronic glomerulonephritis with lesion of rapidly progressive glomerulonephritis
58281	9	Chronic glomerulonephritis in diseases classified elsewhere
58289	9	Chronic glomerulonephritis with other specified pathological lesion in kidney
5829	9	Chronic glomerulonephritis with unspecified pathological lesion in kidney
5830	9	Nephritis and nephropathy, not specified as acute or chronic, with lesion of proliferative glomerulonephritis
5831	9	Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranous glomerulonephritis
5832	9	Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis
5834	9	Nephritis and nephropathy, not specified as acute or chronic, with lesion of rapidly progressive glomerulonephritis
5836	9	Nephritis and nephropathy, not specified as acute or chronic, with lesion of renal cortical necrosis
58381	9	Nephritis and nephropathy, not specified as acute or chronic, in diseases classified elsewhere
58389	9	Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney
5839	9	Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney
5845	9	Acute kidney failure with lesion of tubular necrosis
5847	9	Acute kidney failure with lesion of renal medullary [papillary] necrosis
5848	9	Acute kidney failure with other specified pathological lesion in kidney
5849	9	Acute kidney failure, unspecified
5851	9	Chronic kidney disease, Stage I
5852	9	Chronic kidney disease, Stage II (mild)
5853	9	Chronic kidney disease, Stage III (moderate)
5854	9	Chronic kidney disease, Stage IV (severe)
5855	9	Chronic kidney disease, Stage V
5859	9	Chronic kidney disease, unspecified
586	9	Renal failure, unspecified
587	9	Renal sclerosis, unspecified
5880	9	Renal osteodystrophy
5881	9	Nephrogenic diabetes insipidus
58881	9	Secondary hyperparathyroidism (of renal origin)
58889	9	Other specified disorders resulting from impaired renal function
5889	9	Unspecified disorder resulting from impaired renal function
5890	9	Unilateral small kidney
5891	9	Bilateral small kidneys
59000	9	Chronic pyelonephritis without lesion of renal medullary necrosis
59001	9	Chronic pyelonephritis with lesion of renal medullary necrosis
59010	9	Acute pyelonephritis without lesion of renal medullary necrosis
59011	9	Acute pyelonephritis with lesion of renal medullary necrosis
5902	9	Renal and perinephric abscess
5903	9	Pyeloureteritis cystica
59080	9	Pyelonephritis, unspecified
59081	9	Pyelitis or pyelonephritis in diseases classified elsewhere
5909	9	Infection of kidney, unspecified
591	9	Hydronephrosis
5920	9	Calculus of kidney
5921	9	Calculus of ureter
5929	9	Urinary calculus, unspecified
5931	9	Hypertrophy of kidney
5932	9	Cyst of kidney, acquired
5933	9	Stricture or kinking of ureter
5934	9	Other ureteric obstruction
5935	9	Hydroureter
59370	9	Vesicoureteral reflux unspecified or without reflux nephropathy
59371	9	Vesicoureteral reflux with reflux nephropathy, unilateral
59372	9	Vesicoureteral reflux with reflux nephropathy, bilateral
59373	9	Other vesicoureteral reflux with reflux nephropathy NOS
59381	9	Vascular disorders of kidney
59382	9	Ureteral fistula
59389	9	Other specified disorders of kidney and ureter
5939	9	Unspecified disorder of kidney and ureter
5940	9	Calculus in diverticulum of bladder
5941	9	Other calculus in bladder
5942	9	Calculus in urethra
5948	9	Other lower urinary tract calculus
5949	9	Calculus of lower urinary tract, unspecified
5950	9	Acute cystitis
5951	9	Chronic interstitial cystitis
5952	9	Other chronic cystitis
5954	9	Cystitis in diseases classified elsewhere
59581	9	Cystitis cystica
59582	9	Irradiation cystitis
59589	9	Other specified types of cystitis
5959	9	Cystitis, unspecified
5960	9	Bladder neck obstruction
5961	9	Intestinovesical fistula
5962	9	Vesical fistula, not elsewhere classified
5963	9	Diverticulum of bladder
5964	9	Atony of bladder
59651	9	Hypertonicity of bladder
59652	9	Low bladder compliance
59654	9	Neurogenic bladder NOS
59655	9	Detrusor sphincter dyssynergia
59659	9	Other functional disorder of bladder
5966	9	Rupture of bladder, nontraumatic
5967	9	Hemorrhage into bladder wall
59681	9	Infection of cystostomy
59682	9	Mechanical complication of cystostomy
59683	9	Other complication of cystostomy
59689	9	Other specified disorders of bladder
5969	9	Unspecified disorder of bladder
5970	9	Urethral abscess
59780	9	Urethritis, unspecified
59781	9	Urethral syndrome NOS
59789	9	Other urethritis
5981	9	Traumatic urethral stricture
5982	9	Postoperative urethral stricture
5988	9	Other specified causes of urethral stricture
5989	9	Urethral stricture, unspecified
5990	9	Urinary tract infection, site not specified
5991	9	Urethral fistula
5992	9	Urethral diverticulum
5993	9	Urethral caruncle
5994	9	Urethral false passage
5995	9	Prolapsed urethral mucosa
59960	9	Urinary obstruction, unspecified
59969	9	Urinary obstruction, not elsewhere classified
59970	9	Hematuria, unspecified
59971	9	Gross hematuria
59972	9	Microscopic hematuria
59981	9	Urethral hypermobility
59982	9	Intrinsic (urethral) sphincter deficiency [ISD]
59984	9	Other specified disorders of urethra
59989	9	Other specified disorders of urinary tract
5999	9	Unspecified disorder of urethra and urinary tract
60000	9	Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
60001	9	Hypertrophy (benign) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)
60010	9	Nodular prostate without urinary obstruction
60011	9	Nodular prostate with urinary obstruction
60020	9	Benign localized hyperplasia of prostate without urinary obstruction and other lower urinary tract symptoms (LUTS)
60021	9	Benign localized hyperplasia of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)
6003	9	Cyst of prostate
6171	9	Endometriosis of ovary
60090	9	Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)
